id,authors,description,number,rubygem_id,built_at,updated_at,summary,platform,created_at,indexed,prerelease,position,latest,full_name,licenses,size,requirements,required_ruby_version,sha256,metadata,required_rubygems_version,yanked_at,info_checksum,yanked_info_checksum,pusher_id,canonical_number,cert_chain,pusher_api_key_id,gem_platform,gem_full_name,spec_sha256
1950790,Amazon Web Services,Official AWS Ruby gem for AWS Well-Architected Tool (Well-Architected). This gem is part of the AWS SDK for Ruby.,1.64.0,197412,1980-01-02 00:00:00,2026-01-08 20:53:02.564493,AWS SDK for Ruby - Well-Architected,ruby,2026-01-08 20:53:01.925468,t,f,1,f,aws-sdk-wellarchitected-1.64.0,"---
- Apache-2.0
",84480,"--- []
",>= 2.7,0oVWRlq4jxjKXq7qFhxgLHupQvJym1GY3HFXhkilVtc=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-wellarchitected/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-wellarchitected""",>= 0,,b713dfa939114b8e3d9fcc3eecee07b3,,51280,1.64,,247711,ruby,aws-sdk-wellarchitected-1.64.0,e76MkodupKYBqfpY25/Tuqz106EJ768nmKSTOYBHGOA=
1950791,Amazon Web Services,Official AWS Ruby gem for Amazon VPC Lattice. This gem is part of the AWS SDK for Ruby.,1.43.0,211782,1980-01-02 00:00:00,2026-01-08 20:53:12.547542,AWS SDK for Ruby - Amazon VPC Lattice,ruby,2026-01-08 20:53:11.88429,t,f,1,f,aws-sdk-vpclattice-1.43.0,"---
- Apache-2.0
",84992,"--- []
",>= 2.7,2auQsv1QUGrjW5xbO5vGKRgvtfYUdLO+WJJWYx84ZvI=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-vpclattice/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-vpclattice""",>= 0,,358de49bd98f15f04927a670b7f91d04,,51280,1.43,,247711,ruby,aws-sdk-vpclattice-1.43.0,j/9EbfVty92KJmoes0JAGDls7pGYYyE26q+cC4oRtTc=
1950792,Amazon Web Services,Official AWS Ruby gem for Amazon Verified Permissions. This gem is part of the AWS SDK for Ruby.,1.58.0,213011,1980-01-02 00:00:00,2026-01-08 20:53:22.563558,AWS SDK for Ruby - Amazon Verified Permissions,ruby,2026-01-08 20:53:21.918751,t,f,1,f,aws-sdk-verifiedpermissions-1.58.0,"---
- Apache-2.0
",78336,"--- []
",>= 2.7,1uw5gXlKOEuI4XLvGHtgCAJb0Wuncjf8z4Cu0zEPwYs=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-verifiedpermissions/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-verifiedpermissions""",>= 0,,8d57f6bdb23c752117687f98a953d4d2,,51280,1.58,,247711,ruby,aws-sdk-verifiedpermissions-1.58.0,RMUGUO3I1wAbOCy3zFIVRvBCp1SFjKf3i3LohIubWQ8=
1950793,Amazon Web Services,Official AWS Ruby gem for Amazon Workspaces Instances. This gem is part of the AWS SDK for Ruby.,1.10.0,235715,1980-01-02 00:00:00,2026-01-08 20:53:32.411383,AWS SDK for Ruby - Amazon Workspaces Instances,ruby,2026-01-08 20:53:31.898124,t,f,1,f,aws-sdk-workspacesinstances-1.10.0,"---
- Apache-2.0
",40448,"--- []
",>= 2.7,Ik15tNB0v/y588NDcQi0hGyaten/MW5fVZz9vnt7ruM=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workspacesinstances/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workspacesinstances""",>= 0,,3c1d3824bfdd523c0a4eb69c2f222c8a,,51280,1.10,,247711,ruby,aws-sdk-workspacesinstances-1.10.0,8AGRmIldX36gXhYcD1G73oC4eQzJbkz05rZ2m6a4dlA=
1950794,Amazon Web Services,Official AWS Ruby gem for Amazon Voice ID. This gem is part of the AWS SDK for Ruby.,1.53.0,202967,1980-01-02 00:00:00,2026-01-08 20:53:42.478057,AWS SDK for Ruby - Amazon Voice ID,ruby,2026-01-08 20:53:41.880005,t,f,1,f,aws-sdk-voiceid-1.53.0,"---
- Apache-2.0
",47104,"--- []
",>= 2.7,3ysSyg5Fl5dd5hF8EIftqMQV6J8ME/tj2BTXYsrRbmI=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-voiceid/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-voiceid""",>= 0,,c10260e2df6f586c86f16367e653bf8e,,51280,1.53,,247711,ruby,aws-sdk-voiceid-1.53.0,7SACeHviImWBRj/Sq8bUd6oaMX+2Ak/woYJi75ieH0M=
1950795,Amazon Web Services,Official AWS Ruby gem for AWS WAFV2 (WAFV2). This gem is part of the AWS SDK for Ruby.,1.124.0,188157,1980-01-02 00:00:00,2026-01-08 20:53:52.622612,AWS SDK for Ruby - WAFV2,ruby,2026-01-08 20:53:51.914733,t,f,1,f,aws-sdk-wafv2-1.124.0,"---
- Apache-2.0
",191488,"--- []
",>= 2.7,YiTDWG9uacALreajY1JB/vluWBlEcfYMZDzkoKJYfBY=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-wafv2/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-wafv2""",>= 0,,3f4b1ea345f972a2f5b990b66da40ba2,,51280,1.124,,247711,ruby,aws-sdk-wafv2-1.124.0,Ea1ubbSA42SnCENeXKirWXM49XX00q+zGj0eh0Awojw=
1950796,Amazon Web Services,Official AWS Ruby gem for AWS Wickr Admin API. This gem is part of the AWS SDK for Ruby.,1.2.0,238756,1980-01-02 00:00:00,2026-01-08 20:54:02.465197,AWS SDK for Ruby - AWS Wickr Admin API,ruby,2026-01-08 20:54:01.888482,t,f,1,f,aws-sdk-wickr-1.2.0,"---
- Apache-2.0
",73216,"--- []
",>= 2.7,cTOGQ4gW1hJcpOm+e0bDqnZbk+Jwzu/B24uO0J8/AxQ=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-wickr/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-wickr""",>= 0,,45905abbc9e3fa53d56b6add7c0775b1,,51280,1.2,,247711,ruby,aws-sdk-wickr-1.2.0,J7Rw4NJd9gBIQjleEVPTZ36eVDW7fttel8TVtKAV4eE=
1950797,Amazon Web Services,Official AWS Ruby gem for AWS X-Ray. This gem is part of the AWS SDK for Ruby.,1.95.0,154244,1980-01-02 00:00:00,2026-01-08 20:54:12.592738,AWS SDK for Ruby - AWS X-Ray,ruby,2026-01-08 20:54:11.901835,t,f,1,f,aws-sdk-xray-1.95.0,"---
- Apache-2.0
",71680,"--- []
",>= 2.7,uoW556dUdFudeHJNNKPLpkFuWHgoWlGjEcpurm9Urn4=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-xray/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-xray""",>= 0,,b6c73292e6a90897fca69101ccf680bf,,51280,1.95,,247711,ruby,aws-sdk-xray-1.95.0,o0vw7JFG6aiuoyTr/mnsbkdZAXlClJknqYbJyT8azbQ=
1950798,Amazon Web Services,Official AWS Ruby gem for Amazon Transcribe Streaming Service. This gem is part of the AWS SDK for Ruby.,1.96.0,181999,1980-01-02 00:00:00,2026-01-08 20:54:22.440233,AWS SDK for Ruby - Amazon Transcribe Streaming Service,ruby,2026-01-08 20:54:21.87792,t,f,1,f,aws-sdk-transcribestreamingservice-1.96.0,"---
- Apache-2.0
",66048,"--- []
",>= 2.7,HQYaFPCoeESm6uvmGm7BzADSNOl1AtfsGSGN5xHdVLY=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-transcribestreamingservice/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-transcribestreamingservice""",>= 0,,ba94ca33e2bb104ac0be51504ff61d10,,51280,1.96,,247711,ruby,aws-sdk-transcribestreamingservice-1.96.0,bGoZlU9oqO8A5VS+vHSGESnGR3CjEbCPMx0CEb0ff/M=
1950799,Amazon Web Services,Official AWS Ruby gem for AWS Systems Manager QuickSetup. This gem is part of the AWS SDK for Ruby.,1.25.0,231266,1980-01-02 00:00:00,2026-01-08 20:54:32.572126,AWS SDK for Ruby - AWS Systems Manager QuickSetup,ruby,2026-01-08 20:54:31.910507,t,f,1,f,aws-sdk-ssmquicksetup-1.25.0,"---
- Apache-2.0
",33280,"--- []
",>= 2.7,i+3eflQVBABWaF6ZAkPFtFsuPucLLi77DNBUau4ne2o=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ssmquicksetup/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ssmquicksetup""",>= 0,,d16e973835479428e14fb1686a9825ec,,51280,1.25,,247711,ruby,aws-sdk-ssmquicksetup-1.25.0,ojJX7LLzIHoOP21vh+Us840vYEmlC+/Nafp0fE7pyak=
1950800,David Cliff,,0.0.75,215366,2026-01-08 00:00:00,2026-01-08 20:54:34.082402,Ruby gem for Atlas API.,ruby,2026-01-08 20:54:33.46725,t,f,0,t,atlas_rb-0.0.75,"---
- MIT
",8704,"--- []
",>= 2.6.0,Yq5RCuOapu00HDEskqUvJ27fw/5dZnbLlFovtCRhZhY=,"""rubygems_mfa_required""=>""false""",>= 0,,8640f00f2291de53c8a28939adb22dc4,,105999,0.0.75,,183788,ruby,atlas_rb-0.0.75,9Nw0MGCZCMm9JZyqq4W7aRqRrVbvTVMMrm6pdg1y+CI=
1950801,Amazon Web Services,Official AWS Ruby gem for Amazon S3 on Outposts (Amazon S3 Outposts). This gem is part of the AWS SDK for Ruby.,1.58.0,196042,1980-01-02 00:00:00,2026-01-08 20:54:42.708875,AWS SDK for Ruby - Amazon S3 Outposts,ruby,2026-01-08 20:54:41.909329,t,f,1,f,aws-sdk-s3outposts-1.58.0,"---
- Apache-2.0
",26624,"--- []
",>= 2.7,Y4x1+NGsIuYea4L9wbpaTmgXQwaavjkfsRbevPbKdjw=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-s3outposts/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-s3outposts""",>= 0,,38da4c6b0a06f2eafd7bdfed7810b9f4,,51280,1.58,,247711,ruby,aws-sdk-s3outposts-1.58.0,uWDmc6sNVChcx1PqwNmLzQguK4jRhxOkmaIE9BAuvU0=
1950802,Amazon Web Services,Official AWS Ruby gem for Timestream InfluxDB. This gem is part of the AWS SDK for Ruby.,1.37.0,220692,1980-01-02 00:00:00,2026-01-08 20:54:52.550112,AWS SDK for Ruby - Timestream InfluxDB,ruby,2026-01-08 20:54:51.940013,t,f,1,f,aws-sdk-timestreaminfluxdb-1.37.0,"---
- Apache-2.0
",57856,"--- []
",>= 2.7,Wcb6MEJUT+pgqtXb6y23I3ra/vW7/L6hA9Xxld6tGzo=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-timestreaminfluxdb/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-timestreaminfluxdb""",>= 0,,45d0968abbf7652ddfdf35efa33ef0cb,,51280,1.37,,247711,ruby,aws-sdk-timestreaminfluxdb-1.37.0,muY3i3HYJPQTN8fUzhkivJczA+fIpOA/pQxIXq/8vEg=
1950803,Amazon Web Services,Official AWS Ruby gem for Amazon WorkSpaces Thin Client. This gem is part of the AWS SDK for Ruby.,1.40.0,215320,1980-01-02 00:00:00,2026-01-08 20:55:02.390196,AWS SDK for Ruby - Amazon WorkSpaces Thin Client,ruby,2026-01-08 20:55:01.863555,t,f,1,f,aws-sdk-workspacesthinclient-1.40.0,"---
- Apache-2.0
",34816,"--- []
",>= 2.7,7ti971gcKR9OLL7WU/GE+PHocQtH+lq+KYHGSqgLGcU=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workspacesthinclient/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workspacesthinclient""",>= 0,,9c525d9b7691555f712f43c254690368,,51280,1.40,,247711,ruby,aws-sdk-workspacesthinclient-1.40.0,h1hXgb4dRi3S5eaZunKOGQ9TEJqcQtrr1AxznXPsRSk=
1950804,Amazon Web Services,Official AWS Ruby gem for Amazon WorkSpaces. This gem is part of the AWS SDK for Ruby.,1.151.0,154057,1980-01-02 00:00:00,2026-01-08 20:55:12.60232,AWS SDK for Ruby - Amazon WorkSpaces,ruby,2026-01-08 20:55:11.894152,t,f,1,f,aws-sdk-workspaces-1.151.0,"---
- Apache-2.0
",120832,"--- []
",>= 2.7,h9xkuRoDPMXf3J+hPsXwmPRYOuK6DheiTYRuKUsh114=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workspaces/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workspaces""",>= 0,,9efeff5486570003a4f3f894d2ba3b61,,51280,1.151,,247711,ruby,aws-sdk-workspaces-1.151.0,gNTZnrigtnaDJ7ntQ5MPX2adpHSaOm4qK6Smv+wRv44=
1950805,Amazon Web Services,Official AWS Ruby gem for Amazon Translate. This gem is part of the AWS SDK for Ruby.,1.93.0,167661,1980-01-02 00:00:00,2026-01-08 20:55:22.42618,AWS SDK for Ruby - Amazon Translate,ruby,2026-01-08 20:55:21.878167,t,f,1,f,aws-sdk-translate-1.93.0,"---
- Apache-2.0
",49152,"--- []
",>= 2.7,zLOormcmjORPdHUFGZf02e5GQNnXJyXOq4e+OTT8nAQ=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-translate/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-translate""",>= 0,,e2d51f87051c9a05f688e6f7a1c8aaa2,,51280,1.93,,247711,ruby,aws-sdk-translate-1.93.0,8yvNmia9oJLkvHpS2QQLmDw5GuZuiBvv0KUaONhc19I=
1950806,Amazon Web Services,Official AWS Ruby gem for AWS WAF Regional (WAF Regional). This gem is part of the AWS SDK for Ruby.,1.90.0,154248,1980-01-02 00:00:00,2026-01-08 20:55:32.524952,AWS SDK for Ruby - WAF Regional,ruby,2026-01-08 20:55:31.912886,t,f,1,f,aws-sdk-wafregional-1.90.0,"---
- Apache-2.0
",104448,"--- []
",>= 2.7,B9jnZRHiUXoRDymVX+zuKVeFKp7shF0Kqn66DPStfS4=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-wafregional/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-wafregional""",>= 0,,a8569db1850366769d66cb24bc65483c,,51280,1.90,,247711,ruby,aws-sdk-wafregional-1.90.0,H4jkEC4e7pXzceVGRnGgqmkkbGFAFPycwKVXOo7Ku9w=
1950807,Amazon Web Services,Official AWS Ruby gem for AWS Systems Manager Incident Manager (SSM Incidents). This gem is part of the AWS SDK for Ruby.,1.62.0,200727,1980-01-02 00:00:00,2026-01-08 20:55:42.442187,AWS SDK for Ruby - SSM Incidents,ruby,2026-01-08 20:55:41.878136,t,f,1,f,aws-sdk-ssmincidents-1.62.0,"---
- Apache-2.0
",58880,"--- []
",>= 2.7,skt7dvAuC7p3amOR77gQHHu5k1PNn3+cb1xXwhsHS8s=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ssmincidents/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ssmincidents""",>= 0,,610aab7acdb098159182f632b20e6ca7,,51280,1.62,,247711,ruby,aws-sdk-ssmincidents-1.62.0,4Untx2ueGZpxXcqSNI01J0mWOe+5n6HnkKreE6fSLB0=
1950808,Amazon Web Services,Official AWS Ruby gem for AWS Supply Chain. This gem is part of the AWS SDK for Ruby.,1.36.0,215961,1980-01-02 00:00:00,2026-01-08 20:55:52.414914,AWS SDK for Ruby - AWS Supply Chain,ruby,2026-01-08 20:55:51.878496,t,f,1,f,aws-sdk-supplychain-1.36.0,"---
- Apache-2.0
",62976,"--- []
",>= 2.7,vuHpm9pr7/Ro0dz4w2LA3QRwq07rn1iUN0vsTGpJgVg=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-supplychain/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-supplychain""",>= 0,,3905d089d9f513cdf69af87e9a48c6fd,,51280,1.36,,247711,ruby,aws-sdk-supplychain-1.36.0,imu1NYKvEbEAwLaeduC6B+7JhCxnfJo5vXOvTIxK7tM=
1950809,Amazon Web Services,Official AWS Ruby gem for Amazon Simple Notification Service (Amazon SNS). This gem is part of the AWS SDK for Ruby.,1.111.0,154050,1980-01-02 00:00:00,2026-01-08 20:56:02.477854,AWS SDK for Ruby - Amazon SNS,ruby,2026-01-08 20:56:01.884568,t,f,1,f,aws-sdk-sns-1.111.0,"---
- Apache-2.0
",91136,"--- []
",>= 2.7,GV7b1pU9TKonSL1IYeD+jfVNkKrfB6CsJomHuUbH5b4=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-sns/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-sns""",>= 0,,9c9a6d83cbb0967eb323190bd10d0f75,,51280,1.111,,247711,ruby,aws-sdk-sns-1.111.0,fOBa+kSEQbV/yFNxywWLys7gTFGmDy/iO/+alCbYR6s=
1950810,Amazon Web Services,Official AWS Ruby gem for Amazon WorkDocs. This gem is part of the AWS SDK for Ruby.,1.85.0,157868,1980-01-02 00:00:00,2026-01-08 20:56:12.485746,AWS SDK for Ruby - Amazon WorkDocs,ruby,2026-01-08 20:56:11.887238,t,f,1,f,aws-sdk-workdocs-1.85.0,"---
- Apache-2.0
",60928,"--- []
",>= 2.7,nWS5iK7O8M3P27SwBmQ9Q/3U1etMeG6r5Sy3ezpmhpM=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workdocs/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workdocs""",>= 0,,3b237abb40fc2a80fc3fa9f72fa978dd,,51280,1.85,,247711,ruby,aws-sdk-workdocs-1.85.0,Gq2eHf8++ijD0nFqY5WBDLfdkuwawJ/0Nu9UYHhFGww=
1950811,Amazon Web Services,Official AWS Ruby gem for TrustedAdvisor Public API. This gem is part of the AWS SDK for Ruby.,1.32.0,215199,1980-01-02 00:00:00,2026-01-08 20:56:22.347363,AWS SDK for Ruby - TrustedAdvisor Public API,ruby,2026-01-08 20:56:21.866878,t,f,1,f,aws-sdk-trustedadvisor-1.32.0,"---
- Apache-2.0
",32768,"--- []
",>= 2.7,e+kc2AjpndYvHHNmATQnk0r0kTym0n8GSqLTsRcB2vQ=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-trustedadvisor/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-trustedadvisor""",>= 0,,03468397393f3781b3b0f0602d38e271,,51280,1.32,,247711,ruby,aws-sdk-trustedadvisor-1.32.0,LZN3PefwqzMCgJzZ3IbA1okTn2dFVFjAXAm65FZyISw=
1950812,Amazon Web Services,Official AWS Ruby gem for Amazon WorkSpaces Web. This gem is part of the AWS SDK for Ruby.,1.56.0,204168,1980-01-02 00:00:00,2026-01-08 20:56:32.609622,AWS SDK for Ruby - Amazon WorkSpaces Web,ruby,2026-01-08 20:56:31.899356,t,f,1,f,aws-sdk-workspacesweb-1.56.0,"---
- Apache-2.0
",82432,"--- []
",>= 2.7,6aOHK1awfUC1qIMSy2dWxiT9V7ayeTD1J4JLTIeXlms=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workspacesweb/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-workspacesweb""",>= 0,,e4d163ad2823476e0ea58245e0df6ac0,,51280,1.56,,247711,ruby,aws-sdk-workspacesweb-1.56.0,fyyyuWIuQwTWfoeG+Q6TuW+kUHmaX3uFJLyEbygcRn0=
1950813,Amazon Web Services,Official AWS Ruby gem for AWS Support. This gem is part of the AWS SDK for Ruby.,1.87.0,154054,1980-01-02 00:00:00,2026-01-08 20:56:42.510523,AWS SDK for Ruby - AWS Support,ruby,2026-01-08 20:56:41.910378,t,f,1,f,aws-sdk-support-1.87.0,"---
- Apache-2.0
",43520,"--- []
",>= 2.7,BnnSoP5yHTkCPBc39eeQcg3dv/DrzCAfBGAWmPAgPNQ=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-support/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-support""",>= 0,,96c7e21556bcd51a6e22d12372622b3c,,51280,1.87,,247711,ruby,aws-sdk-support-1.87.0,KdKF9roPQEcBfMvRwp4ZJlfKUpF7wAVlVrULNwcnR6g=
1950814,Amazon Web Services,Official AWS Ruby gem for Amazon Simple Queue Service (Amazon SQS). This gem is part of the AWS SDK for Ruby.,1.109.0,154051,1980-01-02 00:00:00,2026-01-08 20:56:52.640576,AWS SDK for Ruby - Amazon SQS,ruby,2026-01-08 20:56:51.916426,t,f,1,f,aws-sdk-sqs-1.109.0,"---
- Apache-2.0
",91136,"--- []
",>= 2.7,3vR4Fc0Cz1b5LUPIB7Uz25uA9y9nxUkVrKMpUfezuC4=,"""changelog_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-sqs/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-sqs""",>= 0,,704e3df6a91e1498bfe25acbf6bd7220,,51280,1.109,,247711,ruby,aws-sdk-sqs-1.109.0,7U6aus9qi3nzQH3FtMUtfMiRH+vfKVWa2fXWoPIyw5U=
1950815,Pobo,Ruby SDK for Pobo API V2 - product content management and webhooks,1.1.0,238885,2026-01-08 00:00:00,2026-01-08 20:57:50.547644,Official Ruby SDK for Pobo API V2,ruby,2026-01-08 20:57:49.916317,t,f,0,t,pobo-sdk-1.1.0,"---
- MIT
",13312,"--- []
",>= 3.0.0,T+wSyr78FM0qiguULAxQlpcz81Wd8bql0g/1lStimz4=,"""homepage_uri""=>""https://github.com/pobo-builder/ruby-sdk"", ""changelog_uri""=>""https://github.com/pobo-builder/ruby-sdk/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/pobo-builder/ruby-sdk""",>= 0,,251f3aa697dde1b8dc71088f1040786c,,240446,1.1,,247659,ruby,pobo-sdk-1.1.0,4bkd0KYB8EqXOdsRXKIfi0c9shyLqz1SPMYKy/8fljE=
1950816,Eric Berry, Normalized searching and browsing of public resources ,0.2.10,88955,2026-01-08 00:00:00,2026-01-08 20:58:13.074348,Normalized searching and browsing of public resources,ruby,2026-01-08 20:58:12.216131,t,f,0,t,active_public_resources-0.2.10,"---
- MIT
",214016,"--- []
",>= 0,t82AiwhAtn88iEvuwEUbsObBCX8TIAAwWe98eoNzeE4=,"",>= 0,,3eb2a52c4c30aa414f5c8c4dd0f8a7ab,,131061,0.2.10,,243438,ruby,active_public_resources-0.2.10,o6fMQLHOsaIJyB/T6HnmtpS2PD8ig96Ea2W1K6d0SkA=
1950817,"Katrina Verey, Daniel Turner, Kir Shatrov",A command line tool that helps you ship changes to a Kubernetes namespace and understand the result,3.9.1,184055,1980-01-02 00:00:00,2026-01-08 20:59:06.522326,A command line tool that helps you ship changes to a Kubernetes namespace and understand the result,ruby,2026-01-08 20:59:05.704215,t,f,0,t,krane-3.9.1,"---
- MIT
",95744,"--- []
",>= 2.7.6,7aiNJhdaryV99xtVtd+dSGhxCijfK1lb663BGSplu40=,"""allowed_push_host""=>""https://rubygems.org""",>= 0,,7adae33649d6607c40196b0a8afdd3be,,78226,3.9.1,,77900,ruby,krane-3.9.1,3zFsz1OdNeyRJy/e57YENw3l0Xo+PFwkfDBezGsMuzA=
1950818,"Danny Ben Shitrit, Max Brosnahan","CLI for Victor, the SVG Library",0.4.2,192505,1980-01-02 00:00:00,2026-01-08 21:01:32.192804,"CLI for Victor, the SVG Library",ruby,2026-01-08 21:01:31.581964,t,f,0,t,victor-cli-0.4.2,"---
- MIT
",9728,"--- []
",>= 3.2,o1o5pNaeaPHRQTE16hov/4aL7vOyXIV5FEc9GQjgeGk=,"""changelog_uri""=>""https://github.com/DannyBen/victor-cli/blob/master/CHANGELOG.md"", ""bug_tracker_uri""=>""https://github.com/DannyBen/victor-cli/issues"", ""source_code_uri""=>""https://github.com/DannyBen/victor-cli"", ""rubygems_mfa_required""=>""true""",>= 0,,d5f14975fa7cb15b7abf08773e6f4e57,,90127,0.4.2,,178896,ruby,victor-cli-0.4.2,4CqR1S8jgyvh+wAwqBt7ab8RdBorpscHEMFfExMgQHw=
1950819,Cybrid,View our documentation at https://github.com/Cybrid-app/cybrid-api-organization-ruby/,0.126.25,206556,1980-01-02 00:00:00,2026-01-08 21:01:44.470277,Cybrid Organization API Ruby Gem,ruby,2026-01-08 21:01:38.783024,t,f,31,f,cybrid_api_organization_ruby-0.126.25,"---
- Apache-2.0
",8748544,"--- []
",>= 2.4,rm/1fPp+AXnhDybI73VB4YDMz8G/MUwsVIqd1O0qpPk=,"",>= 0,,286d83ac4772d67f6af82eb8f3bd17cb,,168654,0.126.25,,165298,ruby,cybrid_api_organization_ruby-0.126.25,sFLER5Ep+sIpwb+7YeCQ+Ti+68ehD5EqQSP8IOsRgmU=
1950820,Cybrid,View our documentation at https://github.com/Cybrid-app/cybrid-api-id-ruby/,0.126.25,206557,1980-01-02 00:00:00,2026-01-08 21:02:07.796788,Cybrid Identity API Ruby Gem,ruby,2026-01-08 21:02:04.432215,t,f,31,f,cybrid_api_id_ruby-0.126.25,"---
- Apache-2.0
",8744448,"--- []
",>= 2.4,YcQQ2Dfq7gJRWY+LkbBu6KOGEj3KqDy4+FzN+DlFWTs=,"",>= 0,,95c165ac2ec211f5baf9206a2bdee2b6,,168654,0.126.25,,165298,ruby,cybrid_api_id_ruby-0.126.25,cwP/NMA7LD3+nRx4kJY3jUsRnKM1aNbU8BFOXJDLxA4=
